trial,requested_ns,actual_ns,error_ns
1,10000000,10099825,99825
2,10000000,13460739,3460739
3,10000000,10114784,114784
4,10000000,10095656,95656
5,10000000,10098001,98001
6,10000000,10084245,84245
7,10000000,10099805,99805
8,10000000,15909405,5909405
9,10000000,10113562,113562
10,10000000,10095235,95235
11,10000000,10095844,95844
12,10000000,10093032,93032
13,10000000,10730521,730521
14,10000000,10146554,146554
15,10000000,10094755,94755
16,10000000,10093403,93403
17,10000000,10158777,158777
18,10000000,10096126,96126
19,10000000,10096626,96626
20,10000000,10099238,99238
21,10000000,10096895,96895
22,10000000,10104147,104147
23,10000000,11888022,1888022
24,10000000,10422470,422470
25,10000000,12599297,2599297
26,10000000,10068576,68576
27,10000000,10085136,85136
28,10000000,10084663,84663
29,10000000,10089145,89145
30,10000000,10097901,97901
31,10000000,10083504,83504
32,10000000,10088847,88847
33,10000000,10091861,91861
34,10000000,10085336,85336
35,10000000,10088861,88861
36,10000000,10085648,85648
37,10000000,10089237,89237
38,10000000,10213679,213679
39,10000000,10116321,116321
40,10000000,10107529,107529
41,10000000,10098152,98152
42,10000000,10099955,99955
43,10000000,10092381,92381
44,10000000,10095677,95677
45,10000000,12102141,2102141
46,10000000,10095712,95712
47,10000000,10097043,97043
48,10000000,10099113,99113
49,10000000,10086206,86206
50,10000000,10096742,96742
51,10000000,10222616,222616
52,10000000,10144294,144294
53,10000000,10108681,108681
54,10000000,10098311,98311
55,10000000,10096498,96498
56,10000000,10096370,96370
57,10000000,10160701,160701
58,10000000,10783718,783718
59,10000000,10108517,108517
60,10000000,10118715,118715
61,10000000,10100576,100576
62,10000000,10099092,99092
63,10000000,10096385,96385
64,10000000,10096842,96842
65,10000000,11728906,1728906
66,10000000,10762080,762080
67,10000000,10071521,71521
68,10000000,10252606,252606
69,10000000,10075088,75088
70,10000000,10205694,205694
71,10000000,10084375,84375
72,10000000,10078367,78367
73,10000000,10067683,67683
74,10000000,13759539,3759539
75,10000000,10072242,72242
76,10000000,10097049,97049
77,10000000,10101419,101419
78,10000000,13784321,3784321
79,10000000,10090467,90467
80,10000000,10089395,89395
81,10000000,10090510,90510
82,10000000,10089195,89195
83,10000000,10093784,93784
84,10000000,10085273,85273
85,10000000,10102463,102463
86,10000000,10085895,85895
87,10000000,10099494,99494
88,10000000,10083097,83097
89,10000000,10098117,98117
90,10000000,10097074,97074
91,10000000,10089945,89945
92,10000000,10293254,293254
93,10000000,10132788,132788
94,10000000,10097930,97930
95,10000000,10101685,101685
96,10000000,10085127,85127
97,10000000,10093837,93837
98,10000000,10092502,92502
99,10000000,10083800,83800
100,10000000,10109424,109424
101,10000000,10087214,87214
102,10000000,12514833,2514833
103,10000000,10096363,96363
104,10000000,10085436,85436
105,10000000,10098492,98492
106,10000000,10098502,98502
107,10000000,10094304,94304
108,10000000,16699210,6699210
109,10000000,10084085,84085
110,10000000,10099370,99370
111,10000000,10089397,89397
112,10000000,10099885,99885
113,10000000,10088709,88709
114,10000000,10104819,104819
115,10000000,10095756,95756
116,10000000,10591058,591058
117,10000000,10099955,99955
118,10000000,10104197,104197
119,10000000,10091795,91795
120,10000000,10103426,103426
121,10000000,10096068,96068
122,10000000,10103187,103187
123,10000000,10094409,94409
124,10000000,10095578,95578
125,10000000,10086990,86990
126,10000000,10844564,844564
127,10000000,10110093,110093
128,10000000,10086506,86506
129,10000000,10104557,104557
130,10000000,10100116,100116
131,10000000,10089255,89255
132,10000000,10104309,104309
133,10000000,10091683,91683
134,10000000,10096439,96439
135,10000000,10098673,98673
136,10000000,10089894,89894
137,10000000,10099992,99992
138,10000000,10094729,94729
139,10000000,10088372,88372
140,10000000,12882077,2882077
141,10000000,10106928,106928
142,10000000,10100232,100232
143,10000000,10097393,97393
144,10000000,10093219,93219
145,10000000,10088734,88734
146,10000000,10096222,96222
147,10000000,10084204,84204
148,10000000,10092999,92999
149,10000000,10096733,96733
150,10000000,10085067,85067
151,10000000,10117198,117198
152,10000000,10106377,106377
153,10000000,10102519,102519
154,10000000,10142717,142717
155,10000000,10115424,115424
156,10000000,10134420,134420
157,10000000,10114232,114232
158,10000000,10125354,125354
159,10000000,10124472,124472
160,10000000,11986220,1986220
161,10000000,10326236,326236
162,10000000,10134250,134250
163,10000000,10103973,103973
164,10000000,10132748,132748
165,10000000,10129139,129139
166,10000000,10297972,297972
167,10000000,10112660,112660
168,10000000,10110556,110556
169,10000000,10123160,123160
170,10000000,10094595,94595
171,10000000,10113621,113621
172,10000000,10109313,109313
173,10000000,10107179,107179
174,10000000,10129972,129972
175,10000000,10112048,112048
176,10000000,10118020,118020
177,10000000,10143126,143126
178,10000000,10123279,123279
179,10000000,10095738,95738
180,10000000,10096008,96008
181,10000000,10111617,111617
182,10000000,10097029,97029
183,10000000,10105265,105265
184,10000000,10108271,108271
185,10000000,10098140,98140
186,10000000,10099495,99495
187,10000000,10090387,90387
188,10000000,10094801,94801
189,10000000,10097595,97595
190,10000000,10099750,99750
191,10000000,10147229,147229
192,10000000,10126114,126114
193,10000000,10112959,112959
194,10000000,10098098,98098
195,10000000,10085367,85367
196,10000000,10098061,98061
197,10000000,10095006,95006
198,10000000,10097601,97601
199,10000000,10098031,98031
200,10000000,10095400,95400
201,10000000,10097611,97611
202,10000000,10104042,104042
203,10000000,10089175,89175
204,10000000,10095688,95688
205,10000000,10096577,96577
206,10000000,10117208,117208
207,10000000,10332756,332756
208,10000000,10103485,103485
209,10000000,10091449,91449
210,10000000,10093169,93169
211,10000000,10086519,86519
212,10000000,10093987,93987
213,10000000,10088080,88080
214,10000000,10105510,105510
215,10000000,10096207,96207
216,10000000,10087136,87136
217,10000000,10095377,95377
218,10000000,13710338,3710338
219,10000000,10067993,67993
220,10000000,10162054,162054
221,10000000,10411003,411003
222,10000000,10309729,309729
223,10000000,10367995,367995
224,10000000,10090637,90637
225,10000000,10096550,96550
226,10000000,10089110,89110
227,10000000,10112649,112649
228,10000000,10095506,95506
229,10000000,10092184,92184
230,10000000,10088995,88995
231,10000000,10085488,85488
232,10000000,10090924,90924
233,10000000,10099739,99739
234,10000000,10102275,102275
235,10000000,10100669,100669
236,10000000,10102671,102671
237,10000000,10102214,102214
238,10000000,10085999,85999
239,10000000,10092454,92454
240,10000000,10108412,108412
241,10000000,10095807,95807
242,10000000,10094654,94654
243,10000000,10091647,91647
244,10000000,10090540,90540
245,10000000,10320365,320365
246,10000000,10106429,106429
247,10000000,10043052,43052
248,10000000,10088323,88323
249,10000000,10096652,96652
250,10000000,10093029,93029
251,10000000,10101583,101583
252,10000000,10096584,96584
253,10000000,10093406,93406
254,10000000,10088442,88442
255,10000000,10097861,97861
256,10000000,10093890,93890
257,10000000,10086600,86600
258,10000000,10093045,93045
259,10000000,10087041,87041
260,10000000,10110526,110526
261,10000000,10114813,114813
262,10000000,10101498,101498
263,10000000,10108479,108479
264,10000000,10093881,93881
265,10000000,10111480,111480
