trial,requested_ns,actual_ns,error_ns
1,1000000,1110516,110516
2,1000000,1117139,117139
3,1000000,1125425,125425
4,1000000,1114954,114954
5,1000000,1093744,93744
6,1000000,1099144,99144
7,1000000,1091611,91611
8,1000000,1074868,74868
9,1000000,1090999,90999
10,1000000,1100538,100538
11,1000000,1081251,81251
12,1000000,1080128,80128
13,1000000,1102111,102111
14,1000000,1098984,98984
15,1000000,1103643,103643
16,1000000,1219825,219825
17,1000000,1111077,111077
18,1000000,1111498,111498
19,1000000,1130645,130645
20,1000000,1141936,141936
21,1000000,1076892,76892
22,1000000,1116428,116428
23,1000000,1127228,127228
24,1000000,1148609,148609
25,1000000,1151835,151835
26,1000000,1086690,86690
27,1000000,1156844,156844
28,1000000,1452437,452437
29,1000000,1115296,115296
30,1000000,1102231,102231
31,1000000,1092662,92662
32,1000000,1084687,84687
33,1000000,1197873,197873
34,1000000,1207651,207651
35,1000000,1114654,114654
36,1000000,1173055,173055
37,1000000,1233019,233019
38,1000000,1198574,198574
39,1000000,1202842,202842
40,1000000,1169268,169268
41,1000000,1222229,222229
42,1000000,1305287,305287
43,1000000,1104395,104395
44,1000000,1131205,131205
45,1000000,1094977,94977
46,1000000,1088183,88183
47,1000000,1133901,133901
48,1000000,1124402,124402
49,1000000,1129342,129342
50,1000000,1147978,147978
51,1000000,1148649,148649
52,1000000,1148559,148559
53,1000000,1128090,128090
54,1000000,1124042,124042
55,1000000,1148849,148849
56,1000000,1153378,153378
57,1000000,1101970,101970
58,1000000,1263809,263809
59,1000000,1098693,98693
60,1000000,1101700,101700
61,1000000,1107040,107040
62,1000000,1098714,98714
63,1000000,1096019,96019
64,1000000,1164219,164219
65,1000000,1107160,107160
66,1000000,1116928,116928
67,1000000,1091230,91230
68,1000000,1090257,90257
69,1000000,1108562,108562
70,1000000,1090669,90669
71,1000000,1084788,84788
72,1000000,1074608,74608
73,1000000,1091420,91420
74,1000000,1115231,115231
75,1000000,1125179,125179
76,1000000,1097883,97883
77,1000000,1078004,78004
78,1000000,1096048,96048
79,1000000,1074858,74858
80,1000000,1124793,124793
81,1000000,1119844,119844
82,1000000,1148279,148279
83,1000000,1149030,149030
84,1000000,1108443,108443
85,1000000,1105616,105616
86,1000000,1211690,211690
87,1000000,1136656,136656
88,1000000,1045212,45212
89,1000000,1111819,111819
90,1000000,1094065,94065
91,1000000,1079999,79999
92,1000000,1080379,80379
93,1000000,1078796,78796
94,1000000,1079787,79787
95,1000000,1078215,78215
96,1000000,1078345,78345
97,1000000,1076492,76492
98,1000000,1077072,77072
99,1000000,1076601,76601
100,1000000,1079647,79647
101,1000000,1078705,78705
102,1000000,1091549,91549
103,1000000,1081853,81853
104,1000000,1077995,77995
105,1000000,1081782,81782
106,1000000,1076321,76321
107,1000000,1080309,80309
108,1000000,1204606,204606
109,1000000,1221137,221137
110,1000000,1125696,125696
111,1000000,1102060,102060
112,1000000,1146355,146355
113,1000000,1221709,221709
114,1000000,1202432,202432
115,1000000,1169889,169889
116,1000000,1106969,106969
117,1000000,1119774,119774
118,1000000,1123732,123732
119,1000000,1149842,149842
120,1000000,1149772,149772
121,1000000,1173667,173667
122,1000000,1124362,124362
123,1000000,1147256,147256
124,1000000,1123221,123221
125,1000000,1113342,113342
126,1000000,1122589,122589
127,1000000,1148349,148349
128,1000000,1151865,151865
129,1000000,1100297,100297
130,1000000,1149491,149491
131,1000000,1070891,70891
132,1000000,1124553,124553
133,1000000,1082222,82222
134,1000000,1092592,92592
135,1000000,1094997,94997
136,1000000,1078115,78115
137,1000000,1076912,76912
138,1000000,1077093,77093
139,1000000,1078755,78755
140,1000000,1077253,77253
141,1000000,1077604,77604
142,1000000,1020084,20084
143,1000000,1076972,76972
144,1000000,1083655,83655
145,1000000,1125445,125445
146,1000000,1144752,144752
147,1000000,1231517,231517
148,1000000,1102576,102576
149,1000000,1115431,115431
150,1000000,1108313,108313
151,1000000,1108563,108563
152,1000000,1160291,160291
153,1000000,1129423,129423
154,1000000,1100407,100407
155,1000000,1148279,148279
156,1000000,1179749,179749
157,1000000,1201490,201490
158,1000000,1084186,84186
159,1000000,1095868,95868
160,1000000,1080389,80389
161,1000000,1076832,76832
162,1000000,1111759,111759
163,1000000,1156373,156373
164,1000000,1233340,233340
165,1000000,1193324,193324
166,1000000,1198254,198254
167,1000000,1201920,201920
168,1000000,1170651,170651
169,1000000,1198304,198304
170,1000000,1031325,31325
171,1000000,1142968,142968
172,1000000,1143550,143550
173,1000000,1123100,123100
174,1000000,1146645,146645
175,1000000,1123551,123551
176,1000000,1137187,137187
177,1000000,1096179,96179
178,1000000,1145553,145553
179,1000000,1122979,122979
180,1000000,1177524,177524
181,1000000,1143409,143409
182,1000000,1146986,146986
183,1000000,1221578,221578
184,1000000,1101950,101950
185,1000000,1192783,192783
186,1000000,1172344,172344
187,1000000,1219895,219895
188,1000000,1202782,202782
189,1000000,1171522,171522
190,1000000,1155061,155061
191,1000000,1113252,113252
192,1000000,1111849,111849
193,1000000,1176292,176292
194,1000000,1165712,165712
195,1000000,1153979,153979
196,1000000,1144210,144210
197,1000000,1147387,147387
198,1000000,1152276,152276
199,1000000,1149300,149300
200,1000000,1125696,125696
201,1000000,1104925,104925
202,1000000,1123571,123571
203,1000000,1079527,79527
204,1000000,1091519,91519
205,1000000,1077002,77002
206,1000000,1087052,87052
207,1000000,1095568,95568
208,1000000,1089857,89857
209,1000000,1092873,92873
210,1000000,1096389,96389
211,1000000,1092192,92192
212,1000000,1085889,85889
213,1000000,1097000,97000
214,1000000,1088074,88074
215,1000000,1183866,183866
216,1000000,1062615,62615
217,1000000,1081751,81751
218,1000000,1063326,63326
219,1000000,1089767,89767
220,1000000,1081661,81661
221,1000000,1090498,90498
222,1000000,1090348,90348
223,1000000,1424846,424846
224,1000000,1065740,65740
225,1000000,1059890,59890
226,1000000,1061072,61072
227,1000000,1059870,59870
228,1000000,1063727,63727
229,1000000,1061422,61422
230,1000000,1062504,62504
231,1000000,1078646,78646
232,1000000,1077233,77233
233,1000000,1076401,76401
234,1000000,1076972,76972
235,1000000,1086261,86261
236,1000000,1094967,94967
237,1000000,1110737,110737
238,1000000,1086140,86140
239,1000000,1091951,91951
240,1000000,1172174,172174
241,1000000,1198224,198224
242,1000000,1090548,90548
243,1000000,1112681,112681
244,1000000,1192092,192092
245,1000000,1096389,96389
246,1000000,1209215,209215
247,1000000,1213432,213432
248,1000000,1122498,122498
249,1000000,1141887,141887
250,1000000,1137177,137177
251,1000000,1149351,149351
252,1000000,1099265,99265
253,1000000,1122289,122289
254,1000000,1146886,146886
255,1000000,1124092,124092
256,1000000,1138740,138740
257,1000000,1149079,149079
258,1000000,1125014,125014
259,1000000,1143660,143660
260,1000000,1100648,100648
261,1000000,1158278,158278
262,1000000,1221318,221318
263,1000000,1182223,182223
264,1000000,1190058,190058
265,1000000,1151574,151574
266,1000000,1102982,102982
267,1000000,1076040,76040
268,1000000,1164549,164549
269,1000000,1114755,114755
270,1000000,1098213,98213
271,1000000,1074328,74328
272,1000000,1103763,103763
273,1000000,1089006,89006
274,1000000,1087452,87452
275,1000000,1092252,92252
276,1000000,1084958,84958
277,1000000,1091319,91319
278,1000000,1091701,91701
279,1000000,1077283,77283
280,1000000,1081791,81791
281,1000000,1081691,81691
282,1000000,1080850,80850
283,1000000,1098072,98072
284,1000000,1090548,90548
285,1000000,1087502,87502
286,1000000,1122760,122760
287,1000000,1144150,144150
288,1000000,1148729,148729
289,1000000,1136335,136335
290,1000000,1217671,217671
291,1000000,1049500,49500
292,1000000,1148098,148098
293,1000000,1146946,146946
294,1000000,1105247,105247
295,1000000,1087914,87914
296,1000000,1125104,125104
297,1000000,1133089,133089
298,1000000,1132508,132508
299,1000000,1113662,113662
300,1000000,1100137,100137
301,1000000,1122379,122379
302,1000000,1150793,150793
303,1000000,1147777,147777
304,1000000,1100527,100527
305,1000000,1150743,150743
306,1000000,1173066,173066
307,1000000,1167805,167805
308,1000000,1221718,221718
309,1000000,1208102,208102
310,1000000,1111168,111168
311,1000000,1102481,102481
312,1000000,1055843,55843
313,1000000,1181692,181692
314,1000000,1129412,129412
315,1000000,1078937,78937
316,1000000,1079217,79217
317,1000000,1076932,76932
318,1000000,1077052,77052
319,1000000,1077343,77343
320,1000000,1079788,79788
321,1000000,1078515,78515
322,1000000,1077584,77584
323,1000000,1030845,30845
324,1000000,1077153,77153
325,1000000,1080359,80359
326,1000000,1079287,79287
327,1000000,1079006,79006
328,1000000,1125375,125375
329,1000000,1132608,132608
330,1000000,1146985,146985
331,1000000,1152787,152787
332,1000000,1124994,124994
333,1000000,1149271,149271
334,1000000,1124854,124854
335,1000000,1100748,100748
336,1000000,1154870,154870
337,1000000,1212110,212110
338,1000000,1178205,178205
339,1000000,1116046,116046
340,1000000,1103093,103093
341,1000000,1126867,126867
342,1000000,1212210,212210
343,1000000,1142207,142207
344,1000000,1123982,123982
345,1000000,1124884,124884
346,1000000,1119944,119944
347,1000000,1119984,119984
348,1000000,1147157,147157
349,1000000,1144231,144231
350,1000000,1121167,121167
351,1000000,1142568,142568
352,1000000,1147928,147928
353,1000000,1120255,120255
354,1000000,1135093,135093
355,1000000,1095648,95648
356,1000000,1079597,79597
357,1000000,1088854,88854
358,1000000,1127158,127158
359,1000000,1152617,152617
360,1000000,1144802,144802
361,1000000,1221698,221698
362,1000000,1128440,128440
363,1000000,1125225,125225
364,1000000,1123902,123902
365,1000000,1126197,126197
366,1000000,1153008,153008
367,1000000,1124503,124503
368,1000000,1240554,240554
369,1000000,1107732,107732
370,1000000,1093583,93583
371,1000000,1089075,89075
372,1000000,1091815,91815
373,1000000,1081777,81777
374,1000000,1078526,78526
375,1000000,1188305,188305
376,1000000,1213392,213392
377,1000000,1213382,213382
378,1000000,1197792,197792
379,1000000,1198303,198303
380,1000000,1126988,126988
381,1000000,1165631,165631
382,1000000,1104465,104465
383,1000000,1121577,121577
384,1000000,1088274,88274
385,1000000,1092021,92021
386,1000000,1101951,101951
387,1000000,1080710,80710
388,1000000,1078586,78586
389,1000000,1079668,79668
390,1000000,1100527,100527
391,1000000,1092332,92332
392,1000000,1078365,78365
393,1000000,1076802,76802
394,1000000,1075810,75810
395,1000000,1077383,77383
396,1000000,1074578,74578
397,1000000,1086952,86952
398,1000000,1085980,85980
399,1000000,1096439,96439
400,1000000,1735356,735356
401,1000000,1096520,96520
402,1000000,1084377,84377
403,1000000,1084567,84567
404,1000000,1081070,81070
405,1000000,1084978,84978
406,1000000,1104084,104084
407,1000000,1125555,125555
408,1000000,1095097,95097
409,1000000,1186341,186341
410,1000000,1149460,149460
411,1000000,1088023,88023
412,1000000,1076832,76832
413,1000000,1080890,80890
414,1000000,1090307,90307
415,1000000,1094526,94526
416,1000000,1078846,78846
417,1000000,1076712,76712
418,1000000,1076522,76522
419,1000000,1078525,78525
420,1000000,1075830,75830
421,1000000,1076542,76542
422,1000000,1076802,76802
423,1000000,1076261,76261
424,1000000,1089345,89345
425,1000000,1094225,94225
426,1000000,1196871,196871
427,1000000,1082172,82172
428,1000000,1095769,95769
429,1000000,1114033,114033
430,1000000,1088214,88214
