trial,requested_ns,actual_ns,error_ns
1,10000000,10061352,61352
2,10000000,10057590,57590
3,10000000,11361820,1361820
4,10000000,11771300,1771300
5,10000000,10051935,51935
6,10000000,10073781,73781
7,10000000,10053078,53078
8,10000000,10070106,70106
9,10000000,10151717,151717
10,10000000,10059814,59814
11,10000000,10069594,69594
12,10000000,10056633,56633
13,10000000,10072387,72387
14,10000000,11458114,1458114
15,10000000,10060167,60167
16,10000000,10201671,201671
17,10000000,10058579,58579
18,10000000,11172604,1172604
19,10000000,10065537,65537
20,10000000,10061908,61908
21,10000000,10066203,66203
22,10000000,10061464,61464
23,10000000,10162494,162494
24,10000000,15315956,5315956
25,10000000,10069957,69957
26,10000000,10064993,64993
27,10000000,10063364,63364
28,10000000,10591966,591966
29,10000000,10796614,796614
30,10000000,10070009,70009
31,10000000,10063331,63331
32,10000000,10068204,68204
33,10000000,11729788,1729788
34,10000000,10380626,380626
35,10000000,10096575,96575
36,10000000,10064671,64671
37,10000000,10064235,64235
38,10000000,10061608,61608
39,10000000,10064599,64599
40,10000000,10460242,460242
41,10000000,10065013,65013
42,10000000,10067440,67440
43,10000000,10688524,688524
44,10000000,10064141,64141
45,10000000,10070268,70268
46,10000000,10112804,112804
47,10000000,10653009,653009
48,10000000,10446116,446116
49,10000000,10063116,63116
50,10000000,10508708,508708
51,10000000,10069387,69387
52,10000000,10598185,598185
53,10000000,10065516,65516
54,10000000,10063687,63687
55,10000000,10083819,83819
56,10000000,10240014,240014
57,10000000,10071821,71821
58,10000000,10067876,67876
59,10000000,10062731,62731
60,10000000,10068790,68790
61,10000000,10065942,65942
62,10000000,10067389,67389
63,10000000,10062679,62679
64,10000000,10135872,135872
65,10000000,10117020,117020
66,10000000,10177072,177072
67,10000000,10064810,64810
68,10000000,10044123,44123
69,10000000,10060112,60112
70,10000000,10063796,63796
71,10000000,10475481,475481
72,10000000,10069648,69648
73,10000000,10060949,60949
74,10000000,10249652,249652
75,10000000,10053062,53062
76,10000000,10170520,170520
77,10000000,10060340,60340
78,10000000,10058820,58820
79,10000000,11939903,1939903
80,10000000,10058644,58644
81,10000000,10057688,57688
82,10000000,10057623,57623
83,10000000,10477263,477263
84,10000000,10180846,180846
85,10000000,10059890,59890
86,10000000,10059276,59276
87,10000000,10062751,62751
88,10000000,10059072,59072
89,10000000,10063404,63404
90,10000000,10055861,55861
91,10000000,12134409,2134409
92,10000000,10177008,177008
93,10000000,10058608,58608
94,10000000,10156221,156221
95,10000000,10877792,877792
96,10000000,10063307,63307
97,10000000,10622785,622785
98,10000000,10070953,70953
99,10000000,10068903,68903
100,10000000,10059151,59151
101,10000000,10059494,59494
102,10000000,11230461,1230461
103,10000000,10054455,54455
104,10000000,10073751,73751
105,10000000,10483308,483308
106,10000000,10063559,63559
107,10000000,10553305,553305
108,10000000,10064208,64208
109,10000000,10065887,65887
110,10000000,10444728,444728
111,10000000,10071020,71020
112,10000000,10061382,61382
113,10000000,10675914,675914
114,10000000,10062251,62251
115,10000000,10069253,69253
116,10000000,10062476,62476
117,10000000,10088617,88617
118,10000000,10074349,74349
119,10000000,10061471,61471
120,10000000,10104088,104088
121,10000000,10056749,56749
122,10000000,10506177,506177
123,10000000,11493997,1493997
124,10000000,10060428,60428
125,10000000,10059938,59938
126,10000000,10181086,181086
127,10000000,10208086,208086
128,10000000,10069175,69175
129,10000000,10056237,56237
130,10000000,10058989,58989
131,10000000,10066405,66405
132,10000000,10057007,57007
133,10000000,10172309,172309
134,10000000,10068412,68412
135,10000000,10058881,58881
136,10000000,10081540,81540
137,10000000,10057828,57828
138,10000000,10533284,533284
139,10000000,10073040,73040
140,10000000,10057173,57173
141,10000000,10416754,416754
142,10000000,10061765,61765
143,10000000,10255109,255109
144,10000000,10714569,714569
145,10000000,10060063,60063
146,10000000,10059731,59731
