trial,requested_ns,actual_ns,error_ns
1,1000000,1105988,105988
2,1000000,1098373,98373
3,1000000,1101058,101058
4,1000000,1099265,99265
5,1000000,1229172,229172
6,1000000,1145698,145698
7,1000000,1112144,112144
8,1000000,1098694,98694
9,1000000,1137338,137338
10,1000000,1053773,53773
11,1000000,1116804,116804
12,1000000,1119127,119127
13,1000000,1085218,85218
14,1000000,1134276,134276
15,1000000,1114234,114234
16,1000000,1101790,101790
17,1000000,1502874,502874
18,1000000,1116548,116548
19,1000000,1128241,128241
20,1000000,1094836,94836
21,1000000,1282264,282264
22,1000000,1102230,102230
23,1000000,1097331,97331
24,1000000,1093484,93484
25,1000000,1102110,102110
26,1000000,1138459,138459
27,1000000,1129342,129342
28,1000000,1119333,119333
29,1000000,1147377,147377
30,1000000,1142307,142307
31,1000000,1104865,104865
32,1000000,1130004,130004
33,1000000,1127248,127248
34,1000000,1133300,133300
35,1000000,1130605,130605
36,1000000,1130755,130755
37,1000000,1155903,155903
38,1000000,1276273,276273
39,1000000,1130805,130805
40,1000000,1163568,163568
41,1000000,1162526,162526
42,1000000,1134733,134733
43,1000000,1123872,123872
44,1000000,1178436,178436
45,1000000,1201139,201139
46,1000000,1165852,165852
47,1000000,1199936,199936
48,1000000,1157736,157736
49,1000000,1201840,201840
50,1000000,1126366,126366
51,1000000,1201159,201159
52,1000000,1165571,165571
53,1000000,1161304,161304
54,1000000,1176553,176553
55,1000000,1310377,310377
56,1000000,1125044,125044
57,1000000,1168698,168698
58,1000000,1143859,143859
59,1000000,1109024,109024
60,1000000,1139011,139011
61,1000000,1111028,111028
62,1000000,1078325,78325
63,1000000,1172444,172444
64,1000000,1135003,135003
65,1000000,1185579,185579
66,1000000,1130634,130634
67,1000000,1140413,140413
68,1000000,1160903,160903
69,1000000,1071742,71742
70,1000000,1108833,108833
71,1000000,1099826,99826
72,1000000,1137417,137417
73,1000000,1114313,114313
74,1000000,1097853,97853
75,1000000,1095968,95968
76,1000000,1123932,123932
77,1000000,1134682,134682
78,1000000,1112721,112721
79,1000000,1101759,101759
80,1000000,1100818,100818
81,1000000,1134953,134953
82,1000000,1128540,128540
83,1000000,1154560,154560
84,1000000,1148228,148228
85,1000000,1130775,130775
86,1000000,1132959,132959
87,1000000,1156594,156594
88,1000000,1141275,141275
89,1000000,1128852,128852
90,1000000,1167986,167986
91,1000000,1173256,173256
92,1000000,1134457,134457
93,1000000,1110407,110407
94,1000000,1110963,110963
95,1000000,1118822,118822
96,1000000,1122624,122624
97,1000000,1087893,87893
98,1000000,1130114,130114
99,1000000,1130600,130600
100,1000000,1108357,108357
